label;ts;cpu;temp
web;2020-10-08 21:51:46.922294;71.2;57.939
web;2020-10-08 21:51:47.924193;50.6;55.504
web;2020-10-08 21:51:48.926354;55.9;56.478
web;2020-10-08 21:51:49.929865;43.4;55.504
web;2020-10-08 21:51:50.931870;32.2;55.991
web;2020-10-08 21:51:51.934025;28.3;55.504
web;2020-10-08 21:51:52.936215;45.8;55.017
web;2020-10-08 21:51:53.937854;39.4;55.991
web;2020-10-08 21:51:54.939921;72.9;56.478
web;2020-10-08 21:51:55.941938;60.1;55.991
web;2020-10-08 21:51:56.945378;51.1;55.504
web;2020-10-08 21:51:57.947456;45.1;55.017
web;2020-10-08 21:51:58.949527;35.4;55.991
web;2020-10-08 21:51:59.951447;20.6;54.53
web;2020-10-08 21:52:00.953351;16.3;54.53
web;2020-10-08 21:52:01.955334;41.0;54.043
web;2020-10-08 21:52:02.957006;37.7;53.556
web;2020-10-08 21:52:03.959118;46.0;54.53
web;2020-10-08 21:52:04.961109;37.5;55.504
web;2020-10-08 21:52:05.963571;46.7;55.991
web;2020-10-08 21:52:06.965826;69.8;55.991
web;2020-10-08 21:52:07.967769;21.5;55.017
web;2020-10-08 21:52:08.969843;10.5;54.53
web;2020-10-08 21:52:09.972048;7.3;54.043
web;2020-10-08 21:52:10.973836;8.9;53.069
web;2020-10-08 21:52:11.976064;17.1;54.53
web;2020-10-08 21:52:12.978111;9.3;53.069
web;2020-10-08 21:52:13.980314;7.3;52.095
web;2020-10-08 21:52:14.982364;6.4;54.043
web;2020-10-08 21:52:15.984440;7.8;54.043
web;2020-10-08 21:52:16.986652;12.2;53.556
web;2020-10-08 21:52:17.988690;55.4;54.53
web;2020-10-08 21:52:18.989841;45.4;55.504
web;2020-10-08 21:52:19.992369;36.6;54.53
web;2020-10-08 21:52:20.995240;26.4;54.53
web;2020-10-08 21:52:21.997882;29.3;55.017
web;2020-10-08 21:52:23.000688;21.1;53.556
web;2020-10-08 21:52:24.001816;4.8;52.582
web;2020-10-08 21:52:25.003872;3.8;52.582
web;2020-10-08 21:52:26.005927;6.5;54.043
web;2020-10-08 21:52:27.007976;9.8;52.582
web;2020-10-08 21:52:28.010018;5.8;53.556
web;2020-10-08 21:52:29.012231;28.3;54.043
web;2020-10-08 21:52:30.014265;32.4;53.556
web;2020-10-08 21:52:31.016142;55.1;55.017
web;2020-10-08 21:52:32.017898;39.0;54.53
web;2020-10-08 21:52:33.021436;30.3;54.53
web;2020-10-08 21:52:34.023383;6.0;53.069
web;2020-10-08 21:52:35.025575;30.9;54.53
web;2020-10-08 21:52:36.027613;15.1;54.043
web;2020-10-08 21:52:37.029568;27.2;55.017
web;2020-10-08 21:52:38.031568;40.7;54.043
web;2020-10-08 21:52:39.033632;44.4;54.043
web;2020-10-08 21:52:40.035594;20.4;54.53
web;2020-10-08 21:52:41.037825;54.1;55.017
web;2020-10-08 21:52:42.039776;81.8;55.991
web;2020-10-08 21:52:43.041605;91.8;57.939
web;2020-10-08 21:52:44.043754;80.9;55.991
web;2020-10-08 21:52:45.045612;80.7;56.478
web;2020-10-08 21:52:46.047788;82.9;56.478
web;2020-10-08 21:52:47.051708;77.8;55.504
web;2020-10-08 21:52:48.053757;64.1;56.478
web;2020-10-08 21:52:49.057842;63.0;55.017
web;2020-10-08 21:52:50.060074;55.7;56.965
web;2020-10-08 21:52:51.061840;36.2;55.991
web;2020-10-08 21:52:52.063909;51.3;55.504
web;2020-10-08 21:52:53.065822;64.1;55.991
web;2020-10-08 21:52:54.067560;56.5;55.504
web;2020-10-08 21:52:55.069314;11.5;54.53
web;2020-10-08 21:52:56.071543;2.0;53.556
web;2020-10-08 21:52:57.073625;1.8;53.069
web;2020-10-08 21:52:58.076081;6.7;54.043
web;2020-10-08 21:52:59.078134;9.8;53.556
web;2020-10-08 21:53:00.080703;11.6;53.069
web;2020-10-08 21:53:01.082980;18.7;53.556
web;2020-10-08 21:53:02.085229;21.9;55.017
web;2020-10-08 21:53:03.088616;60.6;55.017
web;2020-10-08 21:53:04.090507;20.9;53.556
web;2020-10-08 21:53:05.092382;27.7;54.043
web;2020-10-08 21:53:06.094318;34.8;55.017
web;2020-10-08 21:53:07.096169;21.7;54.043
